Loop,Time,r0-A,p0-C0,p0-Cpa,r0-E,r0-Hp,p0-K,Value,p0-eps,p0-ka,r0-n,r0-nO2,p0-rho,
14,2875.9840,5.38e+10,1.0,2235.972553215335,1.55e+05,800045.5871054938,920.6994847973077,2.777290086501605e-06,0.9150293320582202,0.19919494576240385,0.9487212907106926,0.0,1180.0,
15,3048.0320,5.22e+10,1.0,2191.002557243439,1.56e+05,783202.9941440213,948.2461416342456,2.083335342922073e-06,0.9129465367353606,0.19623254990370953,0.9137387662215135,0.0,1180.0,
16,3226.2740,5.22e+10,1.0,2199.7043951542496,1.55e+05,785957.1884573421,945.8711585740668,1.9679282247852696e-06,0.9122854836702179,0.1969524179946548,0.9152736641278496,0.0,1180.0,
17,3407.8100,5.12e+10,1.0,2168.369641866386,1.56e+05,774262.689441277,963.1143022588706,1.633810443284704e-06,0.9106739516243139,0.1948695877330207,0.8894751523455492,0.0,1180.0,
18,3590.0230,5.08e+10,1.0,2157.928869669173,1.56e+05,770217.2046552423,968.9300780783412,1.326694104785849e-06,0.9109663617829931,0.1939083706788558,0.8837271538676801,0.0,1180.0,
19,3761.1750,5.15e+10,1.0,2166.7087715453467,1.56e+05,773563.1262930944,969.218935634507,7.853942109555471e-07,0.9160950968410834,0.1947472223514513,0.9216547894968863,0.0,1180.0,
20,3940.5770,5.52e+10,1.0,2192.1995320237866,1.56e+05,784107.7207552007,947.7916867321467,1.8044939652096509e-06,0.9204908177765752,0.19604862224875813,1.019476985741293,0.0,1180.0,
21,3989.7780,5.48e+10,1.0,2194.3305606097792,1.56e+05,784936.9118798197,956.6925343690432,1.1371600528743271e-06,0.9226658838440251,0.1970313244736217,1.0145625688198767,0.0,1180.0,
22,4041.2860,5.47e+10,1.0,2177.3832322346084,1.57e+05,778338.6094746199,966.5590379157545,6.886302990867243e-07,0.922330893157425,0.19573165160466444,1.005049896198434,0.0,1180.0,
23,4095.0470,5.50e+10,1.0,2160.493848943741,1.57e+05,772138.9618220082,983.7233322824025,3.5177686558047533e-07,0.9260531377231405,0.19485495368116465,1.03099451601617,0.0,1180.0,
24,4149.9690,5.48e+10,1.0,2163.850614452187,1.57e+05,773339.6389002779,979.7839095606489,2.95232111491104e-07,0.924756655465369,0.19502113811756033,1.02082977143079,0.0,1180.0,
25,4211.0760,5.48e+10,1.0,2160.013436990114,1.57e+05,771940.9387965344,983.4279471248942,2.0928509455604836e-07,0.9254937221931064,0.19481715010222062,1.0253011975973245,0.0,1180.0,
26,4268.6080,5.48e+10,1.0,2158.3393339565396,1.57e+05,771289.2436530262,984.7688792613536,1.760575551605641e-07,0.9255214253745468,0.19469557474710975,1.024539648068627,0.0,1180.0,
27,4322.7330,5.47e+10,1.0,2155.628865917365,1.57e+05,770287.0492959041,987.4926394516369,1.362535055336611e-07,0.9257639583153431,0.19455662282817454,1.0229828779504164,0.0,1180.0,
28,4379.4410,5.46e+10,1.0,2157.454886160583,1.57e+05,770957.603226349,986.0290560594984,1.2912318293117597e-07,0.9254872524674321,0.1946792296340107,1.0197266197744863,0.0,1180.0,
29,4449.8670,5.46e+10,1.0,2157.6069167909163,1.57e+05,771029.8697923105,985.9717756756668,1.2292866046610716e-07,0.9255271179490531,0.1946968145278159,1.0199781514047048,0.0,1180.0,
30,4509.1930,5.46e+10,1.0,2157.3191264189973,1.57e+05,770926.5348387167,986.1407124104581,1.2038487275959357e-07,0.9255463582576215,0.19467084498541432,1.0200807002758314,0.0,1180.0,
31,4568.3270,5.46e+10,1.0,2157.3191264189973,1.57e+05,770926.5348387167,986.1407124104581,1.2038487275959357e-07,0.9255463582576215,0.19467084498541432,1.0200807002758314,0.0,1180.0,
32,4624.1110,5.46e+10,1.0,2157.3191264189973,1.57e+05,770926.5348387167,986.1407124104581,1.2038487275959357e-07,0.9255463582576215,0.19467084498541432,1.0200807002758314,0.0,1180.0,
33,4684.7910,5.46e+10,1.0,2156.9154556873327,1.57e+05,770777.8776095454,986.4662624513086,1.2038104866808346e-07,0.9255826362602116,0.19464709663653895,1.0203470221929125,0.0,1180.0,
34,4746.0310,5.47e+10,1.0,2157.069385906599,1.57e+05,770838.4332957279,986.3426318989649,1.2032317949486762e-07,0.9255881701082435,0.1946544430609332,1.0206055704326804,0.0,1180.0,
35,4811.2360,5.47e+10,1.0,2157.069385906599,1.57e+05,770838.4332957279,986.3426318989649,1.2032317949486762e-07,0.9255881701082435,0.1946544430609332,1.0206055704326804,0.0,1180.0,
36,4875.7790,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
37,4935.6860,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
38,5002.1610,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
39,5060.1190,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
40,5127.8120,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
41,5189.7930,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
42,5262.4090,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
43,5328.9940,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
44,5396.0130,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
45,5461.1680,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
46,5530.3140,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
47,5592.0190,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
48,5662.9290,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
49,5729.9690,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
50,5798.6010,5.47e+10,1.0,2157.329189407663,1.57e+05,770931.5122445142,986.0638275231961,1.201683864747025e-07,0.9255458489692701,0.19466430513482885,1.0206854557747043,0.0,1180.0,
51,5868.4390,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
52,5937.0410,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
53,6006.0070,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
54,6071.5810,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
55,6138.7290,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
56,6206.6640,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
57,6273.2610,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
58,6335.9170,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
59,6404.1280,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
60,6473.7310,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
61,6540.1750,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
62,6609.6950,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
63,6676.4940,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
64,6744.6390,5.46e+10,1.0,2157.260112675349,1.57e+05,770919.2007398251,986.3670654671375,1.2002502988459988e-07,0.9256964302871536,0.19468096663417378,1.0205249115192543,0.0,1180.0,
65,6815.0460,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
66,6883.6520,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
67,6948.7740,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
68,7018.8550,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
69,7085.8650,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
70,7156.4070,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
71,7227.2040,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
72,7293.0790,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
73,7360.4290,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
74,7433.2090,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
75,7496.1410,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
76,7564.9510,5.46e+10,1.0,2157.230805656674,1.57e+05,770902.6438472578,986.2845581149807,1.1991201908279462e-07,0.9256205934266519,0.19467103694933913,1.020404828696888,0.0,1180.0,
77,7631.6210,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
78,7701.5290,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
79,7768.6550,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
80,7837.6170,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
81,7907.1600,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
82,7971.7720,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
83,8052.2230,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
84,8123.3150,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
85,8190.8770,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
86,8260.3260,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
87,8327.3660,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
88,8398.1640,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
89,8469.9210,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
90,8537.0260,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
91,8609.2060,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
92,8677.7430,5.46e+10,1.0,2157.2941894876394,1.57e+05,770926.0150788678,986.303450009692,1.1956993935072214e-07,0.9256579735982384,0.19467735249875961,1.020541881241046,0.0,1180.0,
