Loop,Time,r0-A,p0-C0,p0-Cpa,r0-E,r0-Hp,p0-K,Value,p0-eps,p0-ka,r0-n,r0-nO2,p0-rho,
22,3817.8890,1.40e+11,1.0,6093.491186462855,1.22e+05,1468929.7921134173,518.1320993979209,4.1412614113077735e-05,0.9257969729336519,0.5540434312718706,1.9547438945506634,0.0,1180.0,
23,3999.1700,1.40e+11,1.0,6093.491186462855,1.22e+05,1468929.7921134173,518.1320993979209,4.1412614113077735e-05,0.9257969729336519,0.5540434312718706,1.9547438945506634,0.0,1180.0,
24,4191.4890,1.48e+11,1.0,6170.81352704579,1.21e+05,1451715.3578186943,513.1345620894933,4.045865545128686e-05,0.9078414614859505,0.5542743708728686,1.5450837035510623,0.0,1180.0,
25,4383.6640,1.59e+11,1.0,6174.697934843824,1.22e+05,1457874.4202873302,498.41508197160726,3.872033523215104e-05,0.9141560102928621,0.5513394248824774,1.8013128743573767,0.0,1180.0,
26,4580.4980,1.78e+11,1.0,6173.219414082552,1.22e+05,1461074.7555159682,502.01298007670005,3.625421916786302e-05,0.9183164793568145,0.5466916467972136,2.1206701665442935,0.0,1180.0,
27,4770.7650,1.89e+11,1.0,6114.242621175437,1.24e+05,1473121.598468771,492.6503598109282,3.229822289195557e-05,0.9360474842574938,0.5255939326436714,3.307481330764003,0.0,1180.0,
28,4964.5090,1.87e+11,1.0,6089.304638823101,1.24e+05,1478237.1007676343,489.8353781781264,3.2176060629839363e-05,0.9421301777327553,0.52260831713139,3.5880974949001248,0.0,1180.0,
29,5141.3980,1.88e+11,1.0,6110.936425696015,1.24e+05,1476267.881471398,495.1154515643276,3.1493541734833396e-05,0.9393858222518977,0.5230362887297975,3.4460809481823222,0.0,1180.0,
30,5323.2030,1.90e+11,1.0,6110.885904236215,1.24e+05,1478710.1575242337,493.75965716718486,3.102423889774319e-05,0.942278828979116,0.5197219957150174,3.6235175822692156,0.0,1180.0,
31,5495.8940,1.91e+11,1.0,6120.562634038464,1.24e+05,1478690.6428562286,491.12821987689,3.0966429658545966e-05,0.9419643127269101,0.5195252329271967,3.6357011101021044,0.0,1180.0,
32,5681.0310,1.93e+11,1.0,6133.105261178822,1.24e+05,1478216.7945608972,490.18752060952113,3.086344319920326e-05,0.9411590114520966,0.5188771851079816,3.6279906358478033,0.0,1180.0,
33,5856.8020,1.93e+11,1.0,6136.171237813576,1.24e+05,1478947.5330155822,491.92998940134544,3.080233224543487e-05,0.9417229660798832,0.5183924845586854,3.635252701184428,0.0,1180.0,
34,6025.3510,1.93e+11,1.0,6148.243649025329,1.24e+05,1477570.0080751649,488.3718945605397,3.074729853854085e-05,0.9402366226205412,0.51737811398245,3.6363829231528575,0.0,1180.0,
35,6184.2470,1.92e+11,1.0,6163.932426167419,1.24e+05,1476471.3646525869,485.4294556944474,3.073390358138935e-05,0.9388486499868192,0.5163823731471927,3.631539637554225,0.0,1180.0,
36,6356.2790,1.92e+11,1.0,6161.339164019395,1.24e+05,1476602.8086704607,485.6822630989998,3.0722667689521966e-05,0.9390767307119026,0.516332022574402,3.6386175240511687,0.0,1180.0,
37,6509.6890,1.92e+11,1.0,6161.339164019395,1.24e+05,1476602.8086704607,485.6822630989998,3.0722667689521966e-05,0.9390767307119026,0.516332022574402,3.6386175240511687,0.0,1180.0,
38,6682.4600,1.92e+11,1.0,6161.4996000181745,1.24e+05,1476559.423807096,485.5423673561037,3.072254289785388e-05,0.9390316118536703,0.5163114288676172,3.637827008318335,0.0,1180.0,
39,6838.7060,1.92e+11,1.0,6162.271992732329,1.24e+05,1476893.6361984096,485.42447868164146,3.0713302945951835e-05,0.9392868966192847,0.516357029483219,3.6397942400856724,0.0,1180.0,
40,6995.5110,1.92e+11,1.0,6162.271992732329,1.24e+05,1476893.6361984096,485.42447868164146,3.0713302945951835e-05,0.9392868966192847,0.516357029483219,3.6397942400856724,0.0,1180.0,
41,7139.6480,1.92e+11,1.0,6162.934866345119,1.24e+05,1477022.9679101906,485.309485975186,3.070915616460767e-05,0.9393780218540191,0.5163377202021131,3.6392287659137685,0.0,1180.0,
42,7282.7910,1.92e+11,1.0,6167.646007933975,1.24e+05,1478181.9249110403,485.0756163943023,3.068645240463715e-05,0.9401869634943782,0.5163302250111218,3.638747437888219,0.0,1180.0,
43,7448.3410,1.94e+11,1.0,6177.7724832646745,1.24e+05,1481276.6609775135,484.77641715989216,3.0637020650425155e-05,0.9424278619432334,0.5164870617736939,3.6365849257787177,0.0,1180.0,
44,7592.6760,1.99e+11,1.0,6222.200631649837,1.24e+05,1493671.6381914613,483.1807092854215,3.054980980738392e-05,0.9512846360651159,0.5168498111288663,3.6296243872504634,0.0,1180.0,
45,7758.9150,1.98e+11,1.0,6217.635771542245,1.24e+05,1492465.5891622668,483.27523360296004,3.054811434992419e-05,0.9504271049478117,0.5168701822730536,3.6301448359439794,0.0,1180.0,
46,7929.3590,1.99e+11,1.0,6219.039527292507,1.24e+05,1493109.7399849838,483.2958112795719,3.05322523099787e-05,0.9509076696888488,0.5169904541549788,3.6299032834358687,0.0,1180.0,
47,8095.2110,2.00e+11,1.0,6222.995024228514,1.24e+05,1495092.1146516604,483.441377674768,3.0513182779811256e-05,0.9523985765088915,0.5173834410745078,3.6282599934729918,0.0,1180.0,
48,8275.4910,2.00e+11,1.0,6222.995024228514,1.24e+05,1495092.1146516604,483.441377674768,3.0513182779811256e-05,0.9523985765088915,0.5173834410745078,3.6282599934729918,0.0,1180.0,
49,8447.4660,2.00e+11,1.0,6221.159461734051,1.24e+05,1494585.2069079496,483.47312846932465,3.0512714318953416e-05,0.9520390075345211,0.5173607860201795,3.628584143900043,0.0,1180.0,
50,8621.5700,2.00e+11,1.0,6217.735745105502,1.24e+05,1495757.6844888283,484.30827607212115,3.0492943222064366e-05,0.9530739583447548,0.5177293837789032,3.6264848151747184,0.0,1180.0,
51,8804.8220,1.99e+11,1.0,6214.745438878088,1.24e+05,1497485.5974250373,485.38322085963864,3.0484132728747215e-05,0.9545398315009994,0.5180771072622088,3.624652830894912,0.0,1180.0,
52,8980.2490,2.00e+11,1.0,6214.731241685746,1.24e+05,1498461.0175346006,485.8573686882804,3.046998557664431e-05,0.9553162663297724,0.5183068710930018,3.6243808753927844,0.0,1180.0,
53,9150.4260,2.00e+11,1.0,6204.4008910643615,1.25e+05,1504044.6164911431,489.46024945876616,3.0454694885248443e-05,0.9600541171297625,0.5198246101477562,3.618590763992738,0.0,1180.0,
54,9305.3360,2.00e+11,1.0,6206.621017801468,1.25e+05,1506219.4059605212,489.98904549051383,3.0446095893486978e-05,0.9617484094004591,0.5200463057599205,3.6170567860047704,0.0,1180.0,
55,9475.7300,2.01e+11,1.0,6209.945950149262,1.25e+05,1511634.32328953,491.70569466716364,3.0435786347085783e-05,0.9660089083079035,0.5208764791255729,3.6131365675477802,0.0,1180.0,
56,9661.3150,1.93e+11,1.0,6084.417286381298,1.24e+05,1446422.477489291,482.16777578123697,3.0294538831074538e-05,0.9221755216932029,0.5065676186876529,3.593637204625648,0.0,1180.0,
57,9853.0570,1.97e+11,1.0,6124.477584469489,1.23e+05,1447863.298921468,475.63515695905437,3.0221367420122306e-05,0.9218479272167653,0.5051576602557319,3.622322073639374,0.0,1180.0,
58,10044.7220,1.94e+11,1.0,6096.056752855389,1.23e+05,1438428.488302009,475.7650099440209,3.019160297169417e-05,0.9155823618730079,0.5038412951231165,3.6170585922155283,0.0,1180.0,
59,10238.2170,1.93e+11,1.0,6094.775876553698,1.23e+05,1431038.733309758,472.1850912804515,3.0172917035341508e-05,0.9100490153249945,0.5020413395547465,3.6214837945334986,0.0,1180.0,
60,10418.5200,1.90e+11,1.0,6070.709858089744,1.23e+05,1425252.0271377831,472.9950928233851,3.0164320459121002e-05,0.9064255963963115,0.5012836173180129,3.6157498091057967,0.0,1180.0,
61,10591.7150,1.90e+11,1.0,6073.499737945973,1.23e+05,1425238.7107286819,472.6930145039803,3.0152240150593803e-05,0.9063964288404727,0.501206881162535,3.617546071403015,0.0,1180.0,
62,10767.5810,1.98e+11,1.0,5999.059865202666,1.23e+05,1416544.321888743,468.9170530272404,3.0079336814727416e-05,0.9030987710508918,0.4919917635842066,3.633261695578093,0.0,1180.0,
63,10931.7740,1.95e+11,1.0,5993.587951457864,1.23e+05,1411874.7913272637,468.7626845945731,3.0049295267795528e-05,0.8997426307440981,0.49168869099055557,3.6248981852400632,0.0,1180.0,
64,11095.0090,1.96e+11,1.0,5919.833118299018,1.23e+05,1397603.8494530376,466.7394086425819,2.9971418511475412e-05,0.891999637949541,0.48469356720876877,3.632342397384526,0.0,1180.0,
65,11257.6270,1.93e+11,1.0,5785.63034372889,1.23e+05,1362168.4662870422,462.5862232422778,2.982335221684743e-05,0.8708390800549405,0.4723550885611738,3.633387244002951,0.0,1180.0,
66,11427.5360,1.91e+11,1.0,5625.391613511567,1.23e+05,1323696.37438228,457.96379647527635,2.9703003597568715e-05,0.8484607865359605,0.4574199593304087,3.638776634594751,0.0,1180.0,
67,11573.8630,1.87e+11,1.0,5408.00553236055,1.23e+05,1270524.0850910654,451.9553106078881,2.9631421388494683e-05,0.8174190874763898,0.4372930191523143,3.639937868200514,0.0,1180.0,
68,11730.3410,1.87e+11,1.0,5408.00553236055,1.23e+05,1270524.0850910654,451.9553106078881,2.9631421388494683e-05,0.8174190874763898,0.4372930191523143,3.639937868200514,0.0,1180.0,
69,11877.7960,1.93e+11,1.0,5589.386517849567,1.23e+05,1304315.1619041087,448.313732031991,2.94792196995413e-05,0.8360518664709852,0.4457152026936573,3.6186367128018238,0.0,1180.0,
70,12048.0720,1.86e+11,1.0,5268.18509782446,1.23e+05,1234520.049606618,445.37998058135827,2.9333453655016346e-05,0.7963338576102037,0.4210936503112739,3.627191308190754,0.0,1180.0,
71,12201.5880,1.79e+11,1.0,4352.069508382259,1.23e+05,1003897.6256363639,407.13470060179156,2.7870081658486948e-05,0.6614331671799082,0.32166901872622666,3.5986784051409355,0.0,1180.0,
72,12369.4280,1.71e+11,1.0,3687.6235217300245,1.23e+05,845331.5835860996,386.5747025630129,2.689240987209994e-05,0.5694591520254146,0.2569037626125751,3.5995748883652214,0.0,1180.0,
73,12543.2780,1.66e+11,1.0,3458.684501474714,1.23e+05,791326.7266131246,381.52452391915756,2.663195868924584e-05,0.5378934192574445,0.2375846904937785,3.6128549581814586,0.0,1180.0,
74,12698.1750,1.62e+11,1.0,3266.0229700074224,1.23e+05,744642.0395237983,376.86677519332835,2.5927289370773827e-05,0.5104697856677424,0.2207380768060045,3.6198082752893423,0.0,1180.0,
75,12872.7210,1.50e+11,1.0,2674.972230994089,1.22e+05,603016.3634196222,362.2498181856055,2.536392514919579e-05,0.4276577534713546,0.1682156437871205,3.637431266246826,0.0,1180.0,
76,13049.9680,1.51e+11,1.0,2685.9214010350197,1.22e+05,605936.943812157,362.4207882255056,2.51574240512745e-05,0.4294022486612186,0.16908856228584868,3.6388880083121444,0.0,1180.0,
77,13211.1290,1.51e+11,1.0,2685.9214010350197,1.22e+05,605936.943812157,362.4207882255056,2.51574240512745e-05,0.4294022486612186,0.16908856228584868,3.6388880083121444,0.0,1180.0,
78,13377.8620,1.50e+11,1.0,2629.3316712773885,1.22e+05,592235.6945050585,360.75257754794643,2.5137062531746203e-05,0.421392988147291,0.16378481387775393,3.6399767802307297,0.0,1180.0,
79,13539.2580,1.50e+11,1.0,2629.3316712773885,1.22e+05,592235.6945050585,360.75257754794643,2.5137062531746203e-05,0.421392988147291,0.16378481387775393,3.6399767802307297,0.0,1180.0,
80,13704.2080,1.50e+11,1.0,2646.844151244547,1.22e+05,596594.6446320252,361.3832406888257,2.5050392898640898e-05,0.42392219531956044,0.16553172837167926,3.639986009883363,0.0,1180.0,
81,13859.0700,1.49e+11,1.0,2641.8496592006522,1.22e+05,595314.6629130507,360.59478232032166,2.473239807437801e-05,0.42309960305837446,0.16423370877749507,3.6397631664133687,0.0,1180.0,
82,14016.3530,1.48e+11,1.0,2731.0221027746866,1.22e+05,616960.8318744769,361.67829124215075,2.4192971613222703e-05,0.4354703159351009,0.1705312606004382,3.6388399862068113,0.0,1180.0,
83,14175.3370,1.47e+11,1.0,2738.7981655017634,1.22e+05,618896.6838812175,361.7723436344937,2.415293190510193e-05,0.4365545611705439,0.1710746283072846,3.639260709205763,0.0,1180.0,
84,14324.4600,1.48e+11,1.0,2823.5624393578405,1.22e+05,639505.9332664764,364.0897030186097,2.4092159884101197e-05,0.4485124403131211,0.17884304489556319,3.639943755861504,0.0,1180.0,
85,14476.8710,1.48e+11,1.0,2792.9480608011427,1.22e+05,632057.2511280412,363.3772002422271,2.4079407007003442e-05,0.4441999387287092,0.17621171581670422,3.6399320206415933,0.0,1180.0,
86,14628.6580,1.48e+11,1.0,2798.6079071293634,1.22e+05,633451.8793764949,363.56335184939394,2.4076967877771783e-05,0.44501441628642346,0.17675855138388627,3.639868478992036,0.0,1180.0,
87,14791.0160,1.48e+11,1.0,2805.3828042166106,1.22e+05,635057.5952445742,363.7594164625958,2.4065041993395233e-05,0.44594094186834254,0.17740679262749723,3.639947471353225,0.0,1180.0,
88,14942.8080,1.48e+11,1.0,2836.0738222914633,1.22e+05,642444.582829274,364.55910318647295,2.4028827673114494e-05,0.4501694275232887,0.18014711033277292,3.639992449631575,0.0,1180.0,
89,15098.7010,1.48e+11,1.0,2851.9861474432155,1.22e+05,646312.2434928943,364.95183388598696,2.401136739815496e-05,0.45239574552997214,0.18153306986119344,3.6399852747276356,0.0,1180.0,
90,15271.0770,1.47e+11,1.0,2872.622435916449,1.22e+05,651323.8673543961,365.4646459278841,2.4002602622002417e-05,0.45526920588065767,0.18332874779340647,3.6399824236754648,0.0,1180.0,
91,15438.3940,1.48e+11,1.0,2868.4597222292323,1.22e+05,650335.1584408307,365.4108171445428,2.3992287683964477e-05,0.45471260544384196,0.18302536889345333,3.63998708987886,0.0,1180.0,
92,15596.3430,1.47e+11,1.0,2847.745081308225,1.22e+05,645351.1972941095,364.96771808492815,2.397618823562678e-05,0.4518386259408401,0.18127970702719065,3.639999682430374,0.0,1180.0,
93,15746.7670,1.47e+11,1.0,2850.8348415370137,1.22e+05,646162.5781247022,365.16663246712835,2.394183575473075e-05,0.45230387972174135,0.18167168705316755,3.6399918748784237,0.0,1180.0,
94,15909.0240,1.47e+11,1.0,2809.4884178628186,1.22e+05,636405.437379735,364.6790458240829,2.382777819263047e-05,0.4466697084788293,0.17858548642810437,3.6399883200538516,0.0,1180.0,
95,16068.4240,1.45e+11,1.0,2742.3050208813665,1.22e+05,620724.2073825749,364.444981389091,2.3721021645472404e-05,0.4376248484856087,0.17418379629365865,3.639903954530488,0.0,1180.0,
96,16229.6190,1.44e+11,1.0,2756.4704313416505,1.22e+05,624422.361769896,365.4128962189157,2.3557337545413266e-05,0.43971863247446424,0.1760398898518565,3.6398856647158224,0.0,1180.0,
97,16393.0640,1.42e+11,1.0,2814.6964585804453,1.22e+05,639048.6117686084,368.03609304898896,2.337308271458448e-05,0.448076660818973,0.1823156520505847,3.639834872757958,0.0,1180.0,
98,16563.4870,1.42e+11,1.0,2821.419838794709,1.22e+05,640662.3921692863,368.1582874352121,2.3373042997380024e-05,0.4490055996405905,0.18285647889053733,3.6398332040716093,0.0,1180.0,
99,16740.4210,1.42e+11,1.0,2807.0294524730143,1.22e+05,637351.5837497273,368.2043058744373,2.3369001608924348e-05,0.44708895776574065,0.18200616749194992,3.6398186902487337,0.0,1180.0,
100,16926.9680,1.41e+11,1.0,2802.3998861358396,1.22e+05,636296.4933638361,368.22646482386097,2.3363063016416653e-05,0.4464792765042844,0.18173800630919995,3.6398066184114284,0.0,1180.0,
101,17093.4160,1.41e+11,1.0,2799.4789335935825,1.22e+05,635622.829454348,368.14363024593035,2.3332190179839148e-05,0.4460999699656846,0.18146156678668168,3.639792245693541,0.0,1180.0,
102,17259.6000,1.39e+11,1.0,2814.5799919817136,1.22e+05,640105.423203309,369.83806165463375,2.3199026588861375e-05,0.44866093322134054,0.18403486615786988,3.6396267984226505,0.0,1180.0,
103,17441.0980,1.37e+11,1.0,2877.777584770133,1.22e+05,656244.4975140851,372.4264468840512,2.3092162573989835e-05,0.4579433531763117,0.19046342800597077,3.6394256686138022,0.0,1180.0,
104,17601.7750,1.37e+11,1.0,2882.174394776901,1.22e+05,657379.128450532,372.4886322676888,2.308541478422705e-05,0.45861101542720384,0.1907730965875179,3.6393952457694887,0.0,1180.0,
105,17787.0190,1.38e+11,1.0,2880.06596569898,1.22e+05,656703.8810717971,372.2162840855783,2.3078296448045553e-05,0.458218497741156,0.19038611472404932,3.639435167344768,0.0,1180.0,
106,17969.0810,1.37e+11,1.0,2895.297121618694,1.22e+05,660568.7274676888,372.8043562979877,2.3075935282584844e-05,0.4604410317266836,0.19190229994372532,3.6394001859723843,0.0,1180.0,
107,18149.2760,1.37e+11,1.0,2900.5049576534566,1.22e+05,661753.648421371,372.7545507917112,2.3074223846258735e-05,0.4611267347418712,0.19217497734704345,3.6394081847867152,0.0,1180.0,
108,18314.1050,1.38e+11,1.0,2892.935567085272,1.22e+05,659805.7120219675,372.4365185024266,2.3067938159266718e-05,0.46000105633692273,0.19139831256781673,3.6394562838621534,0.0,1180.0,
109,18495.4650,1.37e+11,1.0,2905.942488526497,1.22e+05,663115.3830500796,372.96550109719476,2.3063510631975776e-05,0.46189605148114,0.1927164353476345,3.6394424011375026,0.0,1180.0,
110,18669.0260,1.37e+11,1.0,2904.048257978264,1.22e+05,662691.2468469477,372.98010463812034,2.305059702569191e-05,0.46163593016783244,0.19260123114276345,3.6394855741575176,0.0,1180.0,
111,18844.9780,1.37e+11,1.0,2902.5747906587567,1.22e+05,662378.6927922491,372.9831159139701,2.304169885220596e-05,0.4614461380208592,0.19251184622852388,3.639520057851226,0.0,1180.0,
112,19028.6730,1.36e+11,1.0,2899.594016816254,1.22e+05,661739.827137255,372.99797620485634,2.3025943615131308e-05,0.4610662865981711,0.19232850708401675,3.6395527330288004,0.0,1180.0,
113,19213.0770,1.35e+11,1.0,2832.054611768367,1.22e+05,645453.0956306229,371.3614552017016,2.2912043460168614e-05,0.4515814526123245,0.18639178259699132,3.6399893975191526,0.0,1180.0,
114,19402.7140,1.35e+11,1.0,2838.1320766633635,1.22e+05,647003.6428334012,371.61249321246385,2.2907211972958574e-05,0.45246771398915253,0.18698745577338882,3.6399769147429915,0.0,1180.0,
115,19581.5770,1.35e+11,1.0,2830.5261659596454,1.22e+05,645140.7947707666,371.4005365317073,2.288638025718097e-05,0.451405522715541,0.18631420594632364,3.6399571931330916,0.0,1180.0,
116,19773.0520,1.35e+11,1.0,2816.130277459736,1.22e+05,641826.7944290746,371.26321989295593,2.282870400587332e-05,0.4494775005014565,0.18521421406269395,3.6399946791248166,0.0,1180.0,
117,19958.7960,1.15e+11,1.0,2539.685447281632,1.23e+05,596135.9296630863,389.2781215651688,2.1781420345434828e-05,0.42776182455734413,0.1690877066318932,3.6025847285938317,0.0,1180.0,
118,20162.1900,1.12e+11,1.0,2254.9721993500616,1.23e+05,524352.7850677443,379.8161291785028,2.103425820865754e-05,0.3855810018238376,0.1409076681303441,3.6130042773285496,0.0,1180.0,
119,20384.7370,1.10e+11,1.0,2241.6354602162455,1.22e+05,519082.2834886905,376.4754836941825,2.0522120564097183e-05,0.3815994983071098,0.13971607584504794,3.606411589325096,0.0,1180.0,
120,20588.7530,1.08e+11,1.0,2128.82130949614,1.22e+05,490560.4110714913,372.51586743602365,2.0362715975099198e-05,0.36476853855072416,0.12869611734351308,3.611583446408636,0.0,1180.0,
121,20785.6820,1.06e+11,1.0,2092.6748115739174,1.22e+05,478501.158197366,366.73096811552944,2.0102902250528933e-05,0.3563342101930359,0.1253400264014985,3.6187396927803315,0.0,1180.0,
122,21001.7520,1.07e+11,1.0,2118.236641786478,1.22e+05,484522.28641201206,367.1368102633493,1.9967731667212535e-05,0.35978302127342254,0.1277619813526753,3.6229650899305432,0.0,1180.0,
123,21189.8090,1.05e+11,1.0,2040.4414353554685,1.22e+05,466359.57378573006,366.21363957557526,1.9814816331363073e-05,0.34965039497103867,0.12049618713312119,3.630840317611067,0.0,1180.0,
124,21373.0000,1.03e+11,1.0,2033.3495102031302,1.22e+05,468584.0898964966,370.2909671469146,1.9371546926504745e-05,0.3526978357059829,0.1207603051906852,3.6255243924954006,0.0,1180.0,
125,21561.7410,9.83e+10,1.0,2012.248607508298,1.23e+05,468770.81644133176,375.7553574757628,1.8658739753512397e-05,0.35515304302365475,0.12083450706066834,3.626570564813517,0.0,1180.0,
126,21749.1020,9.35e+10,1.0,1983.6781303928315,1.23e+05,468261.25535520405,382.1469725148469,1.8063233005627972e-05,0.35785190440216763,0.12046999216975177,3.6339604135402936,0.0,1180.0,
127,21945.3720,8.47e+10,1.0,1897.6863436330377,1.24e+05,454486.0951639046,387.56194979513725,1.7802634389405052e-05,0.352737193507201,0.1151944037742457,3.632733609551665,0.0,1180.0,
128,22133.2390,8.54e+10,1.0,1896.6855585399994,1.24e+05,456607.8328348338,391.11660585229413,1.720084953949404e-05,0.35516054105846795,0.11524807698595602,3.6316585960722003,0.0,1180.0,
129,22323.1370,8.26e+10,1.0,1867.7743581270556,1.25e+05,454458.38223000616,396.5392968089079,1.6982307845241257e-05,0.3561093951608152,0.11395675411607134,3.631600494663466,0.0,1180.0,
130,22531.7290,8.39e+10,1.0,1867.003782738274,1.25e+05,457652.1064732045,401.4478366886683,1.6619667793783702e-05,0.3598564788618511,0.11393591735066091,3.6398204257078977,0.0,1180.0,
131,22719.6790,8.35e+10,1.0,1865.5981687420854,1.25e+05,457317.5886065499,401.1428666153406,1.654368476453759e-05,0.35975353108031194,0.11368043927016588,3.638645547063676,0.0,1180.0,
132,22902.9100,8.23e+10,1.0,1856.4420272277164,1.25e+05,455776.7728263585,401.32060511625957,1.6497960580968115e-05,0.35924475688741886,0.11298914426047704,3.6382687323831537,0.0,1180.0,
133,23072.1520,8.20e+10,1.0,1849.01140205394,1.25e+05,456555.30781740457,404.77497003351095,1.6345310839531303e-05,0.3608934875041858,0.11328555340979339,3.6398573075635166,0.0,1180.0,
134,23248.1810,8.37e+10,1.0,1858.4834320349455,1.25e+05,459146.1285917349,406.19185084327796,1.6242833525138943e-05,0.3626394636364546,0.11405437442980704,3.6398364910016947,0.0,1180.0,
135,23422.8960,8.23e+10,1.0,1847.507903756476,1.25e+05,456902.1514552792,405.69282005692503,1.6141659467307775e-05,0.3616631618047462,0.11311897362249843,3.639004470017769,0.0,1180.0,
136,23602.2970,8.34e+10,1.0,1857.9450152726704,1.26e+05,459959.89650736976,406.5214657114966,1.5907289814060268e-05,0.3639395291387932,0.11411013751916171,3.6395162996778874,0.0,1180.0,
137,23798.4150,8.51e+10,1.0,1862.6200072600122,1.26e+05,465242.4223863511,412.85099377802885,1.5576456534563867e-05,0.3692682922874106,0.11584256019628386,3.638627377979419,0.0,1180.0,
138,24012.6470,8.33e+10,1.0,1842.1408522192066,1.27e+05,465960.219972761,419.18905282138667,1.527877847612469e-05,0.37256736863359785,0.11540282067849444,3.637130823318525,0.0,1180.0,
