Loop,Time,r0-A,p0-C0,p0-Cpa,r0-E,r0-Hp,p0-K,Value,p0-eps,p0-ka,r0-n,r0-nO2,p0-rho,
-1,0,50800000000.0,1.0,2200.0,157000.0,788000.0,1000.0,0.0009847009504646259,0.95,0.2,0.91,0.0,1180.0,
-1,0,50800000000.0,1.0,2200.0,157000.0,788000.0,1000.0,0.0009847009504646259,0.95,0.2,0.91,0.0,1180.0,
