Loop,Time,r0-A,p0-C0,p0-Cpa,r0-E,r0-Hp,p0-K,Value,p0-eps,p0-ka,r0-n,r0-nO2,p0-rho,
-1,0,1.45e+10,1.0,1296.2663409653242,1.50e+05,926063.6790148083,2241.5265691734717,0.0016726179009993384,0.8471588155898574,0.27729068196200496,1.0990249674291983,0.0,1189.37,
0,110.6021,2.18e+12,1.0,1503.842870562284,1.74e+05,844974.6308431111,1403.1639680698559,0.000615913857234476,0.8453903930120372,0.2426350774178923,1.2263421573742699,0.0,1189.37,
1,239.0971,2.18e+12,1.0,1503.842870562284,1.74e+05,844974.6308431111,1403.1639680698559,0.000615913857234476,0.8453903930120372,0.2426350774178923,1.2263421573742699,0.0,1189.37,
2,361.4436,2.18e+12,1.0,1503.842870562284,1.74e+05,844974.6308431111,1403.1639680698559,0.000615913857234476,0.8453903930120372,0.2426350774178923,1.2263421573742699,0.0,1189.37,
3,493.2196,2.18e+12,1.0,1503.842870562284,1.74e+05,844974.6308431111,1403.1639680698559,0.000615913857234476,0.8453903930120372,0.2426350774178923,1.2263421573742699,0.0,1189.37,
4,620.4415,2.18e+12,1.0,1503.842870562284,1.74e+05,844974.6308431111,1403.1639680698559,0.000615913857234476,0.8453903930120372,0.2426350774178923,1.2263421573742699,0.0,1189.37,
5,743.6008,1.34e+12,1.0,1418.5377429657487,1.73e+05,814558.1663219898,1413.443131765861,0.00047522472740535064,0.8262965467131438,0.23332664182176374,1.145414141863177,0.0,1189.37,
6,863.5712,1.49e+12,1.0,1321.3092649708387,1.73e+05,825101.4907183221,1303.3540909299868,0.0003786039888490219,0.8019170379016235,0.25155157921166943,1.192121563758402,0.0,1189.37,
7,982.8981,1.62e+12,1.0,1328.9239558534857,1.73e+05,806765.4935044011,1140.5906730985816,0.00018675844420229396,0.7869113029906941,0.24909021300338935,1.2756168637515217,0.0,1189.37,
8,1094.0809,1.56e+12,1.0,1352.1952369637957,1.73e+05,808589.9603906662,1192.1329501112568,0.0001449170245641452,0.799189631120985,0.2483539133422235,1.2443074414361903,0.0,1189.37,
9,1204.5039,1.56e+12,1.0,1334.0032420428938,1.73e+05,798928.3358500991,1060.7095777612024,0.00011679911826715633,0.7845444789359319,0.2461783437693044,1.30357400018071,0.0,1189.37,
10,1319.1576,1.51e+12,1.0,1333.855231620841,1.73e+05,795078.860538822,1046.568395795787,0.0001048209333853246,0.7820734449339735,0.24189620190444328,1.3105329593831117,0.0,1189.37,
11,1433.3703,1.53e+12,1.0,1315.4615721176856,1.73e+05,779171.1563360998,953.650629882342,8.998579247841792e-05,0.7664762530080355,0.2289170292774757,1.3486068377178166,0.0,1189.37,
12,1558.4913,1.53e+12,1.0,1315.4615721176856,1.73e+05,779171.1563360998,953.650629882342,8.998579247841792e-05,0.7664762530080355,0.2289170292774757,1.3486068377178166,0.0,1189.37,
